,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,Unnamed: 0,whole_tweet,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url,jpg_url,predicted_breed
186,837110210464448512,2017-03-02 01:20:01 +0000,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10,13,10,Clark,289,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,16892,2590,7437148,10,Twitter for iPhone,Original tweet,https://t.co/7pUjwe8X6B,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,siberian husky
187,836989968035819520,2017-03-01 17:22:13 +0000,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him,12,10,Mookie,290,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someo… https://t.co/3zM0xKWTwV,13419,2476,7437148,10,Twitter for iPhone,Original tweet,https://t.co/3zM0xKWTwV,https://pbs.twimg.com/media/C52V7PzWcAA_pVv.jpg,shopping cart
188,836260088725786625,2017-02-27 17:01:56 +0000,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy,13,10,Lucy,296,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good gir… https://t.co/HvDoCBWx7F,22428,4636,7437148,10,Twitter for iPhone,Original tweet,https://t.co/HvDoCBWx7F,https://pbs.twimg.com/media/C5r-G2IUwAA6KBY.jpg,borzoi
190,835574547218894849,2017-02-25 19:37:50 +0000,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10,11,10,Eli,299,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,18784,3918,7437148,10,Twitter for iPhone,Original tweet,https://t.co/cVQEnUQd8q,https://pbs.twimg.com/media/C5iOnigWcAAU3Ry.jpg,staffordshire bullterrier
193,834786237630337024,2017-02-23 15:25:23 +0000,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love,13,10,Tobi,308,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to… https://t.co/7qhRRXg79X,22340,5927,7437148,10,Twitter for iPhone,Original tweet,https://t.co/7qhRRXg79X,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,border terrier
196,834209720923721728,2017-02-22 01:14:30 +0000,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10,12,10,Wilson,312,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,21783,5191,7437148,10,Twitter for iPhone,Original tweet,https://t.co/FaeinVjzTZ,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,golden retriever
197,833863086058651648,2017-02-21 02:17:06 +0000,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to,12,10,Bentley,316,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,14177,2605,7437148,10,Twitter for iPhone,Original tweet,https://t.co/HDloTYilWZ,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,kuvasz
199,833722901757046785,2017-02-20 17:00:04 +0000,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet,13,10,Bronte,319,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10… https://t.co/c7KSbGR413,21876,3480,7437148,10,Twitter for iPhone,Original tweet,https://t.co/c7KSbGR413,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,west highland white terrier
200,833479644947025920,2017-02-20 00:53:27 +0000,This is Poppy. She just arrived. 13/10 would snug passionately,13,10,Poppy,320,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,15712,2243,7437148,10,Twitter for iPhone,Original tweet,https://t.co/YGeSpyN8Gu,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,golden retriever
201,833124694597443584,2017-02-19 01:23:00 +0000,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet,12,10,Gidget,321,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then… https://t.co/qZPvwdZ3YH,21360,5251,7437148,10,Twitter for iPhone,Original tweet,https://t.co/qZPvwdZ3YH,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,cardigan
202,832998151111966721,2017-02-18 17:00:10 +0000,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10",13,10,Rhino,322,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who wi… https://t.co/vhXGKjOSMz",14066,2406,7437148,10,Twitter for iPhone,Original tweet,https://t.co/vhXGKjOSMz,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,boxer
203,832757312314028032,2017-02-18 01:03:09 +0000,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10,13,10,Willow,324,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquanc… https://t.co/FHSgdKvLFe,17795,3935,7437148,10,Twitter for iPhone,Original tweet,https://t.co/FHSgdKvLFe,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,cardigan
204,832636094638288896,2017-02-17 17:01:29 +0000,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats,12,10,Orion,327,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,16780,3037,7437148,10,Twitter for iPhone,Original tweet,https://t.co/Y4DZx2UWsr,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,eskimo dog
205,832397543355072512,2017-02-17 01:13:34 +0000,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl,12,10,Eevee,328,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extre… https://t.co/EUvi1niszc,12645,2415,7437148,10,Twitter for iPhone,Original tweet,https://t.co/EUvi1niszc,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,pekinese
206,832369877331693569,2017-02-16 23:23:38 +0000,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie,11,10,Charlie,329,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,18146,3460,7437148,10,Twitter for iPhone,Original tweet,https://t.co/Dhdx5HnQ4d,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,kelpie
208,832032802820481025,2017-02-16 01:04:13 +0000,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN",12,10,Miguel,335,This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10… https://t.co/6vBLBkAq1G,18874,5052,7437159,10,Twitter for iPhone,Original tweet,https://t.co/6vBLBkAq1G,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,whippet
209,831939777352105988,2017-02-15 18:54:34 +0000,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet,12,10,Emanuel,336,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collec… https://t.co/Q8LolvMddM,25417,6664,7437159,10,Twitter for iPhone,Original tweet,https://t.co/Q8LolvMddM,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,pomeranian
211,831670449226514432,2017-02-15 01:04:21 +0000,This is Daisy. She has a heart on her butt. 13/10 topical af,13,10,Daisy,339,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,11064,1971,7437159,10,Twitter for iPhone,Original tweet,https://t.co/u6p4LxzHKg,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,pembroke
213,831552930092285952,2017-02-14 17:17:22 +0000,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10,13,10,Dutch,341,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/… https://t.co/IiB5fchBNM,9539,2490,7437159,10,Twitter for iPhone,Original tweet,https://t.co/IiB5fchBNM,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,chihuahua
214,831322785565769729,2017-02-14 02:02:51 +0000,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly,12,10,Pete,342,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,9734,1662,7437159,10,Twitter for iPhone,Original tweet,https://t.co/Xc0gyovCtK,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,old english sheepdog
216,831309418084069378,2017-02-14 01:09:44 +0000,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time,12,10,Scooter,344,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10… https://t.co/CAFr8SiFl9,12423,2656,7437159,10,Twitter for iPhone,Original tweet,https://t.co/CAFr8SiFl9,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,doberman
217,831262627380748289,2017-02-13 22:03:49 +0000,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10,12,10,Tucker,345,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,12617,2230,7437159,10,Twitter for iPhone,Original tweet,https://t.co/zqR5XKMpuY,https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,cocker spaniel
219,830583320585068544,2017-02-12 01:04:29 +0000,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well,13,10,Lilly,347,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,70970,18333,7437159,10,Twitter for iPhone,Original tweet,https://t.co/SATN4If5H5,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,labrador retriever
221,829861396166877184,2017-02-10 01:15:49 +0000,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway,12,10,Mia,351,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,12966,2131,7437159,10,Twitter for iPhone,Original tweet,https://t.co/xeudgDXmTU,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,border terrier
222,829501995190984704,2017-02-09 01:27:41 +0000,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo,12,10,Leo,352,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enoug… https://t.co/hzjGiTmhgj,33697,11562,7437159,10,Twitter for iPhone,Original tweet,https://t.co/hzjGiTmhgj,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,french bulldog
224,829374341691346946,2017-02-08 17:00:26 +0000,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere,13,10,Astrid,354,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,36739,10153,7437159,10,Twitter for iPhone,Original tweet,https://t.co/xo7FZFIAao,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,staffordshire bullterrier
225,829141528400556032,2017-02-08 01:35:19 +0000,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly,12,10,Malcolm,355,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,26014,8078,7437159,10,Twitter for iPhone,Original tweet,https://t.co/rHwfySggqR,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,golden retriever
226,829011960981237760,2017-02-07 17:00:28 +0000,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home,13,10,Dexter,356,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10… https://t.co/GBAOEZbHhN,56260,17662,7437159,10,Twitter for iPhone,Original tweet,https://t.co/GBAOEZbHhN,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,boxer
228,828408677031882754,2017-02-06 01:03:14 +0000,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear,12,10,Bear,362,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  d… https://t.co/Mt5tdEUlgy,8119,1400,7437159,10,Twitter for iPhone,Original tweet,https://t.co/Mt5tdEUlgy,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,weimaraner
230,828376505180889089,2017-02-05 22:55:23 +0000,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well",13,10,Beebop,364,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",7844,1159,7437159,10,Twitter for iPhone,Original tweet,https://t.co/HKBVZqXFNR,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,american staffordshire terrier
231,828372645993398273,2017-02-05 22:40:03 +0000,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10,12,10,Alexander,365,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fu… https://t.co/aYBUiGornB,13311,3205,7437159,10,Twitter for iPhone,Original tweet,https://t.co/aYBUiGornB,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,malamute
233,827933404142436356,2017-02-04 17:34:40 +0000,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big,12,10,Kona,369,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was on… https://t.co/8xoij73L2L,21411,5698,7438154,10,Twitter for iPhone,Original tweet,https://t.co/8xoij73L2L,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,german shepherd
234,827653905312006145,2017-02-03 23:04:02 +0000,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats,12,10,Boots,370,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give mor… https://t.co/0UTrm0dQfI,16402,3284,7437159,10,Twitter for iPhone,Original tweet,https://t.co/0UTrm0dQfI,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,collie
236,827324948884643840,2017-02-03 01:16:53 +0000,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face",12,10,Ralphie,372,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a s… https://t.co/oIRnxBH7mJ",16886,3344,7437159,10,Twitter for iPhone,Original tweet,https://t.co/oIRnxBH7mJ,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,golden retriever
237,827199976799354881,2017-02-02 17:00:17 +0000,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie,13,10,Charlie,373,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win… https://t.co/zV7A8OnKPV,11243,2449,7437159,10,Twitter for iPhone,Original tweet,https://t.co/zV7A8OnKPV,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,great dane
238,826958653328592898,2017-02-02 01:01:21 +0000,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10,12,10,Loki,374,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,22940,5461,7437159,10,Twitter for iPhone,Original tweet,https://t.co/QV5nx6otZR,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,golden retriever
239,826848821049180160,2017-02-01 17:44:55 +0000,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af,13,10,Cupid,375,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo… https://t.co/9uuMrgrmsw,38794,11163,7437159,10,Twitter for iPhone,Original tweet,https://t.co/9uuMrgrmsw,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,great pyrenees
240,826598365270007810,2017-02-01 01:09:42 +0000,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life,13,10,Pawnd,378,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,10715,2562,7437159,10,Twitter for iPhone,Original tweet,https://t.co/YprN62Z74I,https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,french bulldog
241,826476773533745153,2017-01-31 17:06:32 +0000,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10,12,10,Pilot,379,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later… https://t.co/qeIgYo9OLq,19607,4580,7437159,10,Twitter for iPhone,Original tweet,https://t.co/qeIgYo9OLq,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,german shepherd
244,825829644528148480,2017-01-29 22:15:05 +0000,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console,12,10,Toby,384,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,13563,2720,7437159,10,Twitter for iPhone,Original tweet,https://t.co/YimNdkZrhM,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,great pyrenees
246,825147591692263424,2017-01-28 01:04:51 +0000,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10,13,10,Sweet,386,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,19485,5001,7437159,10,Twitter for iPhone,Original tweet,https://t.co/AyBEmx56MD,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,pekinese
248,824775126675836928,2017-01-27 00:24:48 +0000,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling,12,10,Scooter,390,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 wo… https://t.co/OEJq2JR8Ix,15940,3857,7437159,10,Twitter for iPhone,Original tweet,https://t.co/OEJq2JR8Ix,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,border terrier
249,824663926340194305,2017-01-26 17:02:56 +0000,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho,13,10,Wilson,391,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,10728,1898,7437159,10,Twitter for iPhone,Original tweet,https://t.co/A5Mx4h1FSM,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,english setter
251,823939628516474880,2017-01-24 17:04:50 +0000,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable,12,10,Cash,395,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,11353,2969,7437159,10,Twitter for iPhone,Original tweet,https://t.co/m0hrATIEyw,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,schipperke
252,823699002998870016,2017-01-24 01:08:40 +0000,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10,12,10,Winston,397,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his bell… https://t.co/RsMs6iThDO,13411,2650,7437159,10,Twitter for iPhone,Original tweet,https://t.co/RsMs6iThDO,https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,cairn
253,822975315408461824,2017-01-22 01:12:59 +0000,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry,12,10,Albus,402,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would… https://t.co/NXORbtoMpr,18443,3768,7437159,10,Twitter for iPhone,Original tweet,https://t.co/NXORbtoMpr,https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg,bathtub
255,822859134160621569,2017-01-21 17:31:20 +0000,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10,12,10,Hobbes,404,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you… https://t.co/b2odGgBYBP,14097,2497,7437159,10,Twitter for iPhone,Original tweet,https://t.co/b2odGgBYBP,https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg,malinois
257,822489057087389700,2017-01-20 17:00:46 +0000,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10,13,10,Paisley,407,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,19362,7042,7437160,10,Twitter for iPhone,Original tweet,https://t.co/liJGwMp17E,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,samoyed
258,822462944365645825,2017-01-20 15:17:01 +0000,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP",14,10,Gabe,408,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed… https://t.co/q5ulLHbQ5h",30414,16081,7437160,10,Twitter for iPhone,Original tweet,https://t.co/q5ulLHbQ5h,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,pomeranian
260,821886076407029760,2017-01-19 01:04:45 +0000,This is Jimison. He was just called a good boy. 13/10,13,10,Jimison,411,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,12125,2565,7437160,10,Twitter for iPhone,Original tweet,https://t.co/djMep7mGkV,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,golden retriever
261,821765923262631936,2017-01-18 17:07:18 +0000,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af,13,10,Duchess,413,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,9000,1824,7437160,10,Twitter for iPhone,Original tweet,https://t.co/maDNMETA52,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,golden retriever
262,821522889702862852,2017-01-18 01:01:34 +0000,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself,13,10,Harlso,414,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himse… https://t.co/REgCuirOhe,8568,1939,7437160,10,Twitter for iPhone,Original tweet,https://t.co/REgCuirOhe,https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg,doberman
263,821407182352777218,2017-01-17 17:21:47 +0000,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance),14,10,Sundance,416,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,12576,4777,7437160,10,Twitter for iPhone,Original tweet,https://t.co/Xn5AQtiqzG,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,irish setter
264,821149554670182400,2017-01-17 00:18:04 +0000,This is Luca. He got caught howling. H*ckin embarrassed. 12/10,12,10,Luca,418,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,9319,2207,7437160,10,Twitter for iPhone,Original tweet,https://t.co/r8DxA8DYJ2,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,german shepherd
266,821044531881721856,2017-01-16 17:20:45 +0000,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor,12,10,Flash,420,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in… https://t.co/8whqFhaex4,13530,2512,7437160,10,Twitter for iPhone,Original tweet,https://t.co/8whqFhaex4,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,old english sheepdog
270,819952236453363712,2017-01-13 17:00:21 +0000,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K",13,10,Oliver,429,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:… https://t.co/3UFtdZEa0l",5686,1302,7437160,10,Twitter for iPhone,Original tweet,https://t.co/3UFtdZEa0l,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,american staffordshire terrier
271,819588359383371776,2017-01-12 16:54:26 +0000,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy,13,10,Jazzy,432,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,10225,2160,7437160,10,Twitter for iPhone,Original tweet,https://t.co/52cItP0vIO,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,cardigan
273,819227688460238848,2017-01-11 17:01:16 +0000,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to,12,10,Finn,435,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,24705,7341,7437160,10,Twitter for iPhone,Original tweet,https://t.co/ii5eNX5LJT,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,border terrier
274,819004803107983360,2017-01-11 02:15:36 +0000,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet,14,10,Bo,439,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,92421,40290,7437160,10,Twitter for iPhone,Original tweet,https://t.co/AdPKrI8BZ1,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,standard poodle
276,818614493328580609,2017-01-10 00:24:38 +0000,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly,12,10,Bear,442,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,10552,2839,7437160,10,Twitter for iPhone,Original tweet,https://t.co/FOF0hBDxP8,https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg,chihuahua
277,818259473185828864,2017-01-09 00:53:55 +0000,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10,12,10,Florence,446,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,11808,2518,7437160,10,Twitter for iPhone,Original tweet,https://t.co/rnkvT2kvib,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,miniature schnauzer
278,818145370475810820,2017-01-08 17:20:31 +0000,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10,11,10,Autumn,447,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z,13159,2858,7437160,10,Twitter for iPhone,Original tweet,https://t.co/JlPug12E5Z,https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg,golden retriever
